time,X_0_mean,X_1_mean,X_2_mean,X_3_mean,kappa_1_mean,X_0_sd,X_1_sd,X_2_sd,X_3_sd,kappa_1_sd,X_0_se,X_1_se,X_2_se,X_3_se,kappa_1_se
19,0.01805249951593578,0.07358039820566774,0.14627829641848802,0.19605549503862857,3.9983194019794466,0.005706594197149509,0.010311570109596185,0.012777253669090414,0.012809847020584355,0.08217589247870644,0.000180458353452924,0.00032608047798836023,0.00040405223836069074,0.0004050829306336838,0.002598629889898121
20,0.018022799546364696,0.07347509825602173,0.14639799624681474,0.1960846948325634,3.999060095787048,0.005825790797476412,0.010566492949899297,0.01325911040372728,0.01315485743060037,0.08548703554429017,0.00018422768091674185,0.00033414184601793224,0.0004192898862341292,0.0004159931177548756,0.00270333742735729
21,0.017970699534751475,0.0735343982130289,0.14644989639520645,0.19607659512758255,3.998720993757248,0.00593427547144452,0.010906117178536406,0.013361236253775449,0.01327681653723506,0.08789241000347729,0.00018765826752634182,0.00034488170712864276,0.0004225193891754595,0.00041984980333852534,0.0027794020465235604
22,0.017932999540353194,0.0734477981813252,0.1463619965016842,0.19623229514062404,3.9991040983200072,0.006149701451025576,0.011078778204186127,0.013576447502913466,0.013321370697211765,0.09037900559847387,0.00019447063515283246,0.00035034172817058145,0.00042932496642912035,0.0004212587295861443,0.002858035103522868
23,0.017985599532024936,0.07334089818969369,0.14639959634840488,0.19624529504776,3.998930698633194,0.006311735765465681,0.01127556330442318,0.013840143335836625,0.013590265099383008,0.09216865735452086,0.00019959461008017888,0.00035656461943391776,0.00043766376084444433,0.00042976191719544884,0.002914628861199153
24,0.018010299555724488,0.07321979821100831,0.1464272965118289,0.19620359478890895,3.9991990060806275,0.006436656958234653,0.011443046197005107,0.014029127299587859,0.013719702871300976,0.09282067445082133,0.00020354496505192797,0.0003618608935306398,0.0004436399585114503,0.00043385509894063045,0.0029352474521759414
25,0.018006699556484818,0.07340439812466502,0.1464628961905837,0.1962454949170351,3.9974226942062376,0.006556814405323565,0.011631738089369894,0.014033161933324158,0.01398906866845791,0.09453657330831665,0.00020734467715824927,0.00036782785508944043,0.0004437675448327629,0.00044237319336825866,0.0029895089384176002
26,0.0179652995581273,0.07323959807306528,0.1464146963506937,0.19608629503846167,3.999112799167633,0.006610114810452767,0.011851580595923901,0.014152267909667574,0.013910030374694102,0.09603712626387616,0.00020903018396242927,0.000374779885561752,0.0004475340065145962,0.00043987378306158755,0.003036960589310255
27,0.018039399541914462,0.07322929808869957,0.14648409635573625,0.1958922950923443,3.9990820014476776,0.006854409365682934,0.012042517415516905,0.01429347590398648,0.013927371066211147,0.09719904649576987,0.00021675545610748054,0.00038081783795277757,0.0004519993953733148,0.0004404221438755497,0.0030737037332324063
28,0.017985199538758025,0.07320339819043875,0.14654499615728855,0.1959821951687336,3.999288706302643,0.00698793601432085,0.012208872814254408,0.014383100413926243,0.01404575867140268,0.09839065472623143,0.0002209779394877289,0.00038607845756353766,0.0004548335712291753,0.0004441658886669299,0.00311138569410102
29,0.01797489950642921,0.07317199817672372,0.14651499623805284,0.19585129465162754,3.9993412029743194,0.007133401881048926,0.012251496639823195,0.01434265212058484,0.014174400534042203,0.10030502912634985,0.00022557797409444115,0.0003874263412774086,0.00045355448388492074,0.00044823390155080404,0.0031719235280879476
